Survived,Name,Age,SibSp,Parch,Ticket,Fare,Q,S,Pclass_2,Pclass_3,Sex_1,AgeGroup
0,"Bracken, Mr. James H",27.0,0,0,220367,0.025374310111545468,0,1,1,0,1,Adulto
0,"Green, Mr. George Henry",51.0,0,0,21440,0.015712553569072387,0,1,0,1,1,Adulto
0,"Nenkoff, Mr. Christo",25.14061971830986,0,0,349234,0.015411575213749286,0,1,0,1,1,Adulto
1,"Hoyt, Mr. Frederick Maxfield",38.0,1,0,19943,0.17566830077223786,0,1,0,0,1,Adulto
0,"Berglund, Mr. Karl Ivar Sven",22.0,0,0,PP 4348,0.018249984580226933,0,1,0,1,1,Adulto
1,"Mellors, Mr. William John",19.0,0,0,SW/PP 751,0.020494635090094415,0,1,1,0,1,Adulto
0,"Lovell, Mr. John Hall (""Henry"")",20.5,0,0,A/5 21173,0.014151057562208049,0,1,0,1,1,Adulto
0,"Fahlstrom, Mr. Arne Jonas",18.0,0,0,236171,0.025374310111545468,0,1,1,0,1,Adulto
0,"Lefebre, Miss. Mathilde",25.14061971830986,3,1,4133,0.049707687947515,0,1,0,1,0,Adulto
1,"Harris, Mrs. Henry Birkhardt (Irene Wallach)",35.0,1,0,36973,0.16293234896625058,0,1,0,0,0,Adulto
0,"Larsson, Mr. Bengt Edvin",29.0,0,0,347067,0.015175789316712771,0,1,0,1,1,Adulto
0,"Sjostedt, Mr. Ernst Adolf",59.0,0,0,237442,0.026350245115835676,0,1,1,0,1,Adulto
1,"Asplund, Miss. Lillian Gertrud",5.0,4,2,347077,0.06126431989431795,0,1,0,1,0,Criança
0,"Leyson, Mr. Robert William Norman",24.0,0,0,C.A. 29566,0.020494635090094415,0,1,1,0,1,Adulto
0,"Harknett, Miss. Alice Phoebe",25.14061971830986,0,0,W./C. 6609,0.014736618564782174,0,1,0,1,0,Adulto
0,"Hold, Mr. Stephen",44.0,1,0,26707,0.050748620223090936,0,1,1,0,1,Adulto
1,"Collyer, Miss. Marjorie ""Lottie""",8.0,0,2,C.A. 31921,0.05123658772523604,0,1,1,0,0,Criança
0,"Pengelly, Mr. Frederick William",19.0,0,0,28665,0.020494635090094415,0,1,1,0,1,Adulto
0,"Hunt, Mr. George Henry",33.0,0,0,SCO/W 1585,0.023959204355324663,0,1,1,0,1,Adulto
0,"Zabour, Miss. Thamine",25.14061971830986,1,0,2665,0.028212719478023115,0,0,0,1,0,Adulto
1,"Murphy, Miss. Katherine ""Kate""",25.14061971830986,1,0,367230,0.030253985132996517,1,0,0,1,0,Adulto
0,"Coleridge, Mr. Reginald Charles",29.0,0,0,W./C. 14263,0.020494635090094415,0,1,1,0,1,Adulto
0,"Maenpaa, Mr. Matti Alexanteri",22.0,0,0,STON/O 2. 3101275,0.013907073811135496,0,1,0,1,1,Adulto
0,"Attalah, Mr. Sleiman",30.0,0,0,2694,0.014102260811993537,0,0,0,1,1,Adulto
0,"Minahan, Dr. William Edward",44.0,2,0,19928,0.17566830077223786,1,0,0,0,1,Adulto
0,"Lindahl, Miss. Agda Thorilda Viktoria",25.0,0,0,347071,0.015175789316712771,0,1,0,1,0,Adulto
1,"Hamalainen, Mrs. William (Anna)",24.0,0,2,250649,0.028302115124416098,0,1,1,0,0,Adulto
1,"Beckwith, Mr. Richard Leonard",37.0,1,1,11751,0.10257896680493714,0,1,0,0,1,Adulto
0,"Carter, Rev. Ernest Courtenay",54.0,1,0,244252,0.050748620223090936,0,1,1,0,1,Adulto
0,"Reed, Mr. James George",25.14061971830986,0,0,362316,0.014151057562208049,0,1,0,1,1,Adulto
0,"Strom, Mrs. Wilhelm (Elna Matilda Persson)",29.0,1,1,347054,0.02042143996477265,0,1,0,1,0,Adulto
0,"Stead, Mr. William Thomas",62.0,0,0,113514,0.051822148727810165,0,1,0,0,1,Idoso
0,"Lobb, Mr. William Arthur",30.0,1,0,A/5. 3336,0.031425107138144774,0,1,0,1,1,Adulto
0,"Rosblom, Mrs. Viktor (Helena Wilhelmina)",41.0,0,2,370129,0.039452172548431745,0,1,0,1,0,Adulto
1,"Touma, Mrs. Darwis (Hanne Youssef Razi)",29.0,0,2,2650,0.029757819776815374,0,0,0,1,0,Adulto
1,"Thorne, Mrs. Gertrude Maybelle",38.233440860215055,0,0,PC 17585,0.15458810467956932,0,0,0,0,0,Adulto
1,"Cherry, Miss. Gladys",30.0,0,0,110152,0.16883675574220638,0,1,0,0,0,Adulto
1,"Ward, Miss. Anna",35.0,0,0,PC 17755,1.0,0,0,0,0,0,Adulto
1,"Parrish, Mrs. (Lutie Davis)",50.0,0,1,230433,0.050748620223090936,0,1,1,0,0,Adulto
0,"Smith, Mr. Thomas",25.14061971830986,0,0,384461,0.015126992566498259,1,0,0,1,1,Adulto
1,"Asplund, Master. Edvin Rojj Felix",3.0,4,2,347077,0.06126431989431795,0,1,0,1,1,Criança
0,"Taussig, Mr. Emil",52.0,1,1,110413,0.1554664461834305,0,1,0,0,1,Adulto
0,"Harrison, Mr. William",40.0,0,0,112059,0.0,0,1,0,0,1,Adulto
0,"Henry, Miss. Delia",25.14061971830986,0,0,382649,0.015126992566498259,1,0,0,1,0,Adulto
0,"Reeves, Mr. David",36.0,0,0,C.A. 17248,0.020494635090094415,0,1,1,0,1,Adulto
0,"Panula, Mr. Ernesti Arvid",16.0,4,1,3101295,0.07746484096553544,0,1,0,1,1,Jovem
1,"Persson, Mr. Ernst Ulrik",25.0,1,0,347083,0.015175789316712771,0,1,0,1,1,Adulto
1,"Graham, Mrs. William Thompson (Edith Junkins)",58.0,0,1,PC 17582,0.2995388511917728,0,1,0,0,0,Adulto
1,"Bissette, Miss. Amelia",35.0,0,0,PC 17760,0.2647385704347907,0,1,0,0,0,Adulto
0,"Cairns, Mr. Alexander",38.233440860215055,0,0,113798,0.060507970265993034,0,1,0,0,1,Adulto
1,"Tornquist, Mr. William Henry",25.0,0,0,LINE,0.0,0,1,0,1,1,Adulto
1,"Mellinger, Mrs. (Elizabeth Anne Maidment)",41.0,0,1,250644,0.038061465167318204,0,1,1,0,0,Adulto
0,"Natsch, Mr. Charles H",37.0,0,1,PC 17596,0.057970539254838485,0,0,0,0,1,Adulto
1,"Healy, Miss. Hanora ""Nora""",25.14061971830986,0,0,370375,0.015126992566498259,1,0,0,1,0,Adulto
1,"Andrews, Miss. Kornelia Theodosia",63.0,1,0,13502,0.15216446768991498,0,1,0,0,0,Idoso
0,"Lindblom, Miss. Augusta Charlotta",45.0,0,0,347073,0.015126992566498259,0,1,0,1,0,Adulto
0,"Parkes, Mr. Francis ""Frank""",29.87763005780347,0,0,239853,0.0,0,1,1,0,1,Adulto
0,"Rice, Master. Eric",7.0,4,1,382652,0.05684821399990475,1,0,0,1,1,Criança
1,"Abbott, Mrs. Stanton (Rosa Hunt)",35.0,1,1,C.A. 2673,0.03952536767375352,0,1,0,1,0,Adulto
0,"Duane, Mr. Frank",65.0,0,0,336439,0.015126992566498259,1,0,0,1,1,Idoso
0,"Olsson, Mr. Nils Johan Goransson",28.0,0,0,347464,0.015330377421392339,0,1,0,1,1,Adulto
0,"de Pelsmaeker, Mr. Alfons",16.0,0,0,345778,0.018542765081513996,0,1,0,1,1,Jovem
1,"Dorking, Mr. Edward Arthur",19.0,0,0,A/5. 10482,0.015712553569072387,0,1,0,1,1,Adulto
0,"Smith, Mr. Richard William",38.233440860215055,0,0,113056,0.050748620223090936,0,1,0,0,1,Adulto
0,"Stankovic, Mr. Ivan",33.0,0,0,349239,0.016908073949327893,0,0,0,1,1,Adulto
1,"de Mulder, Mr. Theodore",30.0,0,0,345774,0.018542765081513996,0,1,0,1,1,Adulto
0,"Naidenoff, Mr. Penko",22.0,0,0,349206,0.015411575213749286,0,1,0,1,1,Adulto
1,"Hosono, Mr. Masabumi",42.0,0,0,237798,0.025374310111545468,0,1,1,0,1,Adulto
1,"Connolly, Miss. Kate",22.0,0,0,370373,0.015126992566498259,1,0,0,1,0,Adulto
1,"Barber, Miss. Ellen ""Nellie""",26.0,0,0,19877,0.15390495017656614,0,1,0,0,0,Adulto
1,"Bishop, Mrs. Dickinson H (Helen Walton)",19.0,1,0,11967,0.17777475888549785,0,0,0,0,0,Adulto
0,"Levy, Mr. Rene Jacques",36.0,0,0,SC/Paris 2163,0.025130326360472913,0,0,1,0,1,Adulto
0,"Haas, Miss. Aloisia",24.0,0,0,349236,0.01727404957593672,0,1,0,1,0,Adulto
0,"Mineff, Mr. Ivan",24.0,0,0,349233,0.015411575213749286,0,1,0,1,1,Adulto
0,"Lewy, Mr. Ervin G",38.233440860215055,0,0,PC 17612,0.05410739813385612,0,0,0,0,1,Adulto
0,"Hanna, Mr. Mansour",23.5,0,0,2693,0.014110458666029575,0,0,0,1,1,Adulto
0,"Allison, Miss. Helen Loraine",2.0,1,2,113781,0.29580589980036276,0,1,0,0,0,Criança
1,"Saalfeld, Mr. Adolphe",38.233440860215055,0,0,19988,0.05953203526170282,0,1,0,0,1,Adulto
1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",50.0,0,1,PC 17558,0.4831284260198326,0,0,0,0,0,Adulto
1,"Kelly, Miss. Anna Katherine ""Annie Kate""",25.14061971830986,0,0,9234,0.015126992566498259,1,0,0,1,0,Adulto
1,"McCoy, Mr. Bernard",25.14061971830986,2,0,367226,0.04538097769949478,1,0,0,1,1,Adulto
0,"Johnson, Mr. William Cahoone Jr",19.0,0,0,LINE,0.0,0,1,0,1,1,Adulto
1,"Keane, Miss. Nora A",29.87763005780347,0,0,226593,0.024105594605968193,1,0,1,0,0,Adulto
0,"Williams, Mr. Howard Hugh ""Harry""",25.14061971830986,0,0,A/5 2466,0.015712553569072387,0,1,0,1,1,Adulto
1,"Allison, Master. Hudson Trevor",0.92,1,2,113781,0.29580589980036276,0,1,0,0,1,Criança
1,"Fleming, Miss. Margaret",38.233440860215055,0,0,17421,0.21642978772242535,0,0,0,0,0,Adulto
1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",17.0,1,0,PC 17758,0.2125586439344078,0,0,0,0,0,Jovem
0,"Abelson, Mr. Samuel",30.0,1,0,P/PP 3381,0.04684488020593009,0,0,1,0,1,Adulto
1,"Francatelli, Miss. Laura Mabel",30.0,0,0,PC 17485,0.11111839809247648,0,0,0,0,0,Adulto
1,"Hays, Miss. Margaret Bechstein",24.0,0,0,11767,0.16231419173453318,0,0,0,0,0,Adulto
1,"Ryerson, Miss. Emily Borie",18.0,2,2,PC 17608,0.5121218935012878,0,0,0,0,0,Adulto
0,"Lahtinen, Mrs. William (Anna Sylfven)",26.0,1,1,250651,0.050748620223090936,0,1,1,0,0,Adulto
0,"Hendekovic, Mr. Ignjac",28.0,0,0,349243,0.015411575213749286,0,1,0,1,1,Adulto
0,"Hart, Mr. Benjamin",43.0,1,1,F.C.C. 13529,0.05123658772523604,0,1,1,0,1,Adulto
1,"Nilsson, Miss. Helmina Josefina",26.0,0,0,347470,0.015330377421392339,0,1,0,1,0,Adulto
1,"Kantor, Mrs. Sinai (Miriam Sternin)",24.0,1,0,244367,0.050748620223090936,0,1,1,0,0,Adulto
0,"Moraweck, Dr. Ernest",54.0,0,0,29011,0.027326180120125887,0,1,1,0,1,Adulto
1,"Wick, Miss. Mary Natalie",31.0,0,2,36928,0.32179836714362564,0,1,0,0,0,Adulto
1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",40.0,1,1,16966,0.2625265161540666,0,0,0,0,0,Adulto
0,"Dennis, Mr. Samuel",22.0,0,0,A/5 21172,0.014151057562208049,0,1,0,1,1,Adulto
0,"Danoff, Mr. Yoto",27.0,0,0,349219,0.015411575213749286,0,1,0,1,1,Adulto
1,"Slayter, Miss. Hilda Mary",30.0,0,0,234818,0.024105594605968193,1,0,1,0,0,Adulto
1,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",22.0,1,1,248738,0.056604230248832196,0,1,1,0,0,Adulto
0,"Sage, Mr. George John Jr",25.14061971830986,8,2,CA. 2343,0.13575255909676825,0,1,0,1,1,Adulto
1,"Young, Miss. Marie Grice",36.0,0,0,PC 17760,0.2647385704347907,0,0,0,0,0,Adulto
0,"Nysveen, Mr. Johan Hansen",61.0,0,0,345364,0.012174789178520372,0,1,0,1,1,Idoso
1,"Ball, Mrs. (Ada E Hall)",36.0,0,0,28551,0.025374310111545468,0,1,1,0,0,Adulto
1,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",31.0,1,1,363291,0.04006213192611313,0,1,0,1,0,Adulto
1,"Hippach, Miss. Jean Gertrude",16.0,0,1,111361,0.11316786160148591,0,0,0,0,0,Jovem
1,"McCoy, Miss. Agnes",25.14061971830986,2,0,367226,0.04538097769949478,1,0,0,1,0,Adulto
0,"Partner, Mr. Austen",45.5,0,0,113043,0.055628295244541985,0,1,0,0,1,Adulto
0,"Graham, Mr. George Edward",38.0,0,1,PC 17582,0.2995388511917728,0,1,0,0,1,Adulto
0,"Vander Planke, Mr. Leo Edmondus",16.0,2,0,345764,0.03513366015444757,0,1,0,1,1,Jovem
1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",38.233440860215055,1,0,PC 17611,0.2608674266467732,0,1,0,0,0,Adulto
0,"Denkoff, Mr. Mitto",25.14061971830986,0,0,349225,0.015411575213749286,0,1,0,1,1,Adulto
0,"Pears, Mr. Thomas Clinton",29.0,1,0,113776,0.12999454257145598,0,1,0,0,1,Adulto
1,"Burns, Miss. Elizabeth Margaret",41.0,0,0,16966,0.2625265161540666,0,0,0,0,0,Adulto
1,"Dahl, Mr. Karl Edwart",45.0,0,0,7598,0.015712553569072387,0,1,0,1,1,Adulto
0,"Blackwell, Mr. Stephen Weart",45.0,0,0,113784,0.06929138530460494,0,1,0,0,1,Adulto
1,"Navratil, Master. Edmond Roger",2.0,1,1,230080,0.050748620223090936,0,1,1,0,1,Criança
1,"Fortune, Miss. Alice Elizabeth",24.0,3,2,19950,0.5133418122566507,0,1,0,0,0,Adulto
0,"Collander, Mr. Erik Gustaf",28.0,0,0,248740,0.025374310111545468,0,1,1,0,1,Adulto
0,"Sedgwick, Mr. Charles Frederick Waddington",25.0,0,0,244361,0.025374310111545468,0,1,1,0,1,Adulto
0,"Fox, Mr. Stanley Hubert",36.0,0,0,229236,0.025374310111545468,0,1,1,0,1,Adulto
1,"Brown, Miss. Amelia ""Mildred""",24.0,0,0,248733,0.025374310111545468,0,1,1,0,0,Adulto
1,"Smith, Miss. Marion Elsie",40.0,0,0,31418,0.025374310111545468,0,1,1,0,0,Adulto
1,"Davison, Mrs. Thomas Henry (Mary E Finck)",25.14061971830986,1,0,386525,0.031425107138144774,0,1,0,1,0,Adulto
1,"Coutts, Master. William Loch ""William""",3.0,1,1,C.A. 37671,0.031034733136428686,0,1,0,1,1,Criança
0,"Dimic, Mr. Jovan",42.0,0,0,315088,0.016908073949327893,0,1,0,1,1,Adulto
0,"Odahl, Mr. Nils Martin",23.0,0,0,7267,0.01800600082915438,0,1,0,1,1,Adulto
0,"Williams-Lambert, Mr. Fletcher Fellows",38.233440860215055,0,0,113510,0.06831545030031472,0,1,0,0,1,Adulto
0,"Elias, Mr. Tannous",15.0,1,1,2695,0.014110458666029575,0,0,0,1,1,Jovem
0,"Arnold-Franchi, Mr. Josef",25.0,1,0,349237,0.034743286152731485,0,1,0,1,1,Adulto
0,"Yousif, Mr. Wazli",25.14061971830986,0,0,2647,0.014102260811993537,0,0,0,1,1,Adulto
0,"Vanden Steen, Mr. Leo Peter",28.0,0,0,345783,0.018542765081513996,0,1,0,1,1,Adulto
1,"Bowerman, Miss. Elsie Edith",22.0,0,1,113505,0.10735285047192313,0,1,0,0,0,Adulto
0,"Funk, Miss. Annie Clemmer",38.0,0,0,237671,0.025374310111545468,0,1,1,0,0,Adulto
1,"McGovern, Miss. Mary",25.14061971830986,0,0,330931,0.01537917417160685,1,0,0,1,0,Adulto
1,"Mockler, Miss. Helen Mary ""Ellie""",25.14061971830986,0,0,330980,0.01537917417160685,1,0,0,1,0,Adulto
0,"Skoog, Mr. Wilhelm",40.0,1,4,347088,0.05445717323939373,0,1,0,1,1,Adulto
0,"del Carlo, Mr. Sebastiano",29.0,1,0,SC/PARIS 2167,0.05410739813385612,0,0,1,0,1,Adulto
0,"Barbara, Mrs. (Catherine David)",45.0,0,1,2691,0.028212719478023115,0,0,0,1,0,Adulto
0,"Asim, Mr. Adola",35.0,0,0,SOTON/O.Q. 3101310,0.013760683560491965,0,1,0,1,1,Adulto
0,"O'Brien, Mr. Thomas",25.14061971830986,1,0,370365,0.030253985132996517,1,0,0,1,1,Adulto
0,"Adahl, Mr. Mauritz Nils Martin",30.0,0,0,C 7076,0.014151057562208049,0,1,0,1,1,Adulto
1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",60.0,1,0,110813,0.14687821814567664,0,0,0,0,0,Idoso
1,"Moussa, Mrs. (Mantoura Boulos)",25.14061971830986,0,0,2626,0.014110458666029575,0,0,0,1,0,Adulto
1,"Jermyn, Miss. Annie",25.14061971830986,0,0,14313,0.015126992566498259,1,0,0,1,0,Adulto
1,"Aubart, Mme. Leontine Pauline",24.0,0,0,PC 17477,0.13526459159462315,0,0,0,0,0,Adulto
1,"Harder, Mr. George Achilles",25.0,1,0,11765,0.1082149914547131,0,0,0,0,1,Adulto
0,"Wiklund, Mr. Jakob Alfred",18.0,1,0,3101267,0.012678957201736696,0,1,0,1,1,Adulto
0,"Beavan, Mr. William Thomas",19.0,0,0,323951,0.015712553569072387,0,1,0,1,1,Adulto
0,"Ringhini, Mr. Sante",22.0,0,0,PC 17760,0.2647385704347907,0,0,0,0,1,Adulto
0,"Palsson, Miss. Stina Viola",3.0,3,1,349909,0.04113566043083236,0,1,0,1,0,Criança
1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",38.233440860215055,1,0,PC 17604,0.16038672010106003,0,0,0,0,0,Adulto
1,"Landergren, Miss. Aurora Adelia",22.0,0,0,C 7077,0.014151057562208049,0,1,0,1,0,Adulto
0,"Widener, Mr. Harry Elkins",27.0,0,2,113503,0.41282050681475896,0,0,0,0,1,Adulto
0,"Betros, Mr. Tannous",20.0,0,0,2648,0.007831878409428937,0,0,0,1,1,Adulto
0,"Gustafsson, Mr. Karl Gideon",19.0,0,0,347069,0.015175789316712771,0,1,0,1,1,Adulto
1,"Bidois, Miss. Rosalie",42.0,0,0,PC 17757,0.4440992237022602,0,0,0,0,0,Adulto
1,"Nakid, Miss. Maria (""Mary"")",1.0,0,2,2653,0.030725752114070404,0,0,0,1,0,Criança
0,"Tikkanen, Mr. Juho",32.0,0,0,STON/O 2. 3101293,0.015468569817999833,0,1,0,1,1,Adulto
1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",35.0,1,0,113789,0.10149724044618187,0,1,0,0,0,Adulto
0,"Plotcharsky, Mr. Vasil",25.14061971830986,0,0,349227,0.015411575213749286,0,1,0,1,1,Adulto
0,"Davies, Mr. Charles Henry",18.0,0,0,S.O.C. 14879,0.1434624456306609,0,1,1,0,1,Adulto
0,"Goodwin, Master. Sidney Leonard",1.0,5,2,CA 2144,0.09154270340242172,0,1,0,1,1,Criança
1,"Buss, Miss. Kate",36.0,0,0,27849,0.025374310111545468,0,1,1,0,0,Adulto
0,"Sadlier, Mr. Matthew",25.14061971830986,0,0,367655,0.015086393670319786,1,0,0,1,1,Adulto
1,"Lehmann, Miss. Bertha",17.0,0,0,SC 1748,0.023422440102965045,0,0,1,0,0,Jovem
1,"Carter, Mr. William Ernest",36.0,1,2,113760,0.23422440102965048,0,1,0,0,1,Adulto
1,"Jansson, Mr. Carl Olof",21.0,0,0,350034,0.015216388212891242,0,1,0,1,1,Adulto
0,"Gustafsson, Mr. Johan Birger",28.0,2,0,3101277,0.015468569817999833,0,1,0,1,1,Adulto
1,"Newell, Miss. Marjorie",23.0,1,0,35273,0.22109807522194713,0,0,0,0,0,Adulto
1,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",24.0,0,2,PP 9549,0.03259622914329302,0,1,0,1,0,Adulto
0,"Johansson, Mr. Erik",22.0,0,0,350052,0.015216388212891242,0,1,0,1,1,Adulto
0,"Olsson, Miss. Elina",31.0,0,0,350407,0.015330377421392339,0,1,0,1,0,Adulto
0,"McKane, Mr. Peter David",46.0,0,0,28403,0.050748620223090936,0,1,1,0,1,Adulto
0,"Pain, Dr. Alfred",23.0,0,0,244278,0.020494635090094415,0,1,1,0,1,Adulto
1,"Trout, Mrs. William H (Jessie L)",28.0,0,0,240929,0.02469115560854232,0,1,1,0,0,Adulto
1,"Niskanen, Mr. Juha",39.0,0,0,STON/O 2. 3101289,0.015468569817999833,0,1,0,1,1,Adulto
0,"Adams, Mr. John",26.0,0,0,341826,0.015712553569072387,0,1,0,1,1,Adulto
0,"Jussila, Miss. Mari Aina",21.0,1,0,4137,0.019177122834302632,0,1,0,1,0,Adulto
0,"Hakkarainen, Mr. Pekka Pietari",28.0,1,0,STON/O2. 3101279,0.030937139635999665,0,1,0,1,1,Adulto
0,"Oreskovic, Miss. Marija",20.0,0,0,315096,0.016908073949327893,0,1,0,1,0,Adulto
0,"Gale, Mr. Shadrach",34.0,1,0,28664,0.04098927018018883,0,1,1,0,1,Adulto
0,"Widegren, Mr. Carl/Charles Peter",51.0,0,0,347064,0.015126992566498259,0,1,0,1,1,Adulto
1,"Richards, Master. William Rowe",3.0,1,1,29106,0.03659756266088288,0,1,1,0,1,Criança
0,"Birkeland, Mr. Hans Martin Monsen",21.0,0,0,312992,0.015175789316712771,0,1,0,1,1,Adulto
0,"Lefebre, Miss. Ida",25.14061971830986,3,1,4133,0.049707687947515,0,1,0,1,0,Adulto
0,"Sdycoff, Mr. Todor",25.14061971830986,0,0,349222,0.015411575213749286,0,1,0,1,1,Adulto
0,"Hart, Mr. Henry",25.14061971830986,0,0,394140,0.013386510079847098,1,0,0,1,1,Adulto
1,"Minahan, Miss. Daisy E",33.0,1,0,19928,0.17566830077223786,1,0,0,0,0,Adulto
0,"Cunningham, Mr. Alfred Fleming",29.87763005780347,0,0,239853,0.0,0,1,1,0,1,Adulto
1,"Sundman, Mr. Johan Julian",44.0,0,0,STON/O 2. 3101269,0.015468569817999833,0,1,0,1,1,Adulto
0,"Meek, Mrs. Thomas (Annie Louise Rowley)",25.14061971830986,0,0,343095,0.015712553569072387,0,1,0,1,0,Adulto
1,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",34.0,1,1,28220,0.06343577527886367,0,1,1,0,0,Adulto
1,"Silven, Miss. Lyyli Karoliina",18.0,0,2,250652,0.025374310111545468,0,1,1,0,0,Adulto
0,"Matthews, Mr. William John",30.0,0,0,28228,0.025374310111545468,0,1,1,0,1,Adulto
0,"Van Impe, Miss. Catharina",10.0,0,2,345773,0.04713766070721715,0,1,0,1,0,Criança
0,"Gheorgheff, Mr. Stanio",25.14061971830986,0,0,349254,0.015411575213749286,0,0,0,1,1,Adulto
0,"Charters, Mr. David",21.0,0,0,A/5. 13032,0.015094396337354966,1,0,0,1,1,Adulto
0,"Zimmerman, Mr. Leo",29.0,0,0,315082,0.015370976317570811,0,1,0,1,1,Adulto
0,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",28.0,1,1,347080,0.028106928123558056,0,1,0,1,0,Adulto
0,"Rosblom, Mr. Viktor Richard",18.0,1,1,370129,0.039452172548431745,0,1,0,1,1,Adulto
0,"Wiseman, Mr. Phillippe",25.14061971830986,0,0,A/4. 34244,0.014151057562208049,0,1,0,1,1,Adulto
1,"Clarke, Mrs. Charles V (Ada Maria Winfield)",28.0,1,0,2003,0.050748620223090936,0,1,1,0,0,Adulto
1,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",19.0,0,0,250655,0.050748620223090936,0,1,1,0,0,Adulto
0,"Flynn, Mr. James",25.14061971830986,0,0,364851,0.015126992566498259,1,0,0,1,1,Adulto
1,"Pickard, Mr. Berk (Berk Trembisky)",32.0,0,0,SOTON/O.Q. 392078,0.015712553569072387,0,1,0,1,1,Adulto
1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",28.0,0,0,110564,0.051822148727810165,0,1,0,0,1,Adulto
1,"Thorneycroft, Mrs. Percival (Florence Kate White)",25.14061971830986,1,0,376564,0.031425107138144774,0,1,0,1,0,Adulto
1,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",42.0,1,0,SC/AH 3085,0.050748620223090936,0,1,1,0,0,Adulto
0,"Kallio, Mr. Nikolai Erland",17.0,0,0,STON/O 2. 3101274,0.013907073811135496,0,1,0,1,1,Jovem
0,"Silvey, Mr. William Baird",50.0,1,0,13507,0.1091095334796455,0,1,0,0,1,Adulto
1,"Carter, Miss. Lucile Polk",14.0,1,2,113760,0.23422440102965048,0,1,0,0,0,Jovem
0,"Ford, Miss. Doolina Margaret ""Daisy""",21.0,2,2,W./C. 6608,0.06709553154495196,0,1,0,1,0,Adulto
1,"Richards, Mrs. Sidney (Emily Hocking)",24.0,2,3,29106,0.03659756266088288,0,1,1,0,0,Adulto
0,"Fortune, Mr. Mark",64.0,1,4,19950,0.5133418122566507,0,1,0,0,1,Idoso
0,"Kvillner, Mr. Johan Henrik Johannesson",31.0,0,0,C.A. 18723,0.020494635090094415,0,1,1,0,1,Adulto
1,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",45.0,1,1,F.C.C. 13529,0.05123658772523604,0,1,1,0,0,Adulto
0,"Hampe, Mr. Leon",20.0,0,0,345769,0.018542765081513996,0,1,0,1,1,Adulto
